datetime;open;high;low;close;volume
2023-01-02 23:00:00+00:00;3869.0;3869.0;3862.75;3864.75;165
2023-01-02 23:01:00+00:00;3864.88;3866.13;3864.13;3864.75;114
2023-01-02 23:02:00+00:00;3864.75;3865.63;3864.13;3864.63;82
2023-01-02 23:03:00+00:00;3864.63;3864.63;3861.5;3862.38;48
2023-01-02 23:04:00+00:00;3862.13;3862.13;3859.5;3859.63;60
2023-01-02 23:05:00+00:00;3859.88;3863.13;3859.63;3862.88;53
2023-01-02 23:06:00+00:00;3862.88;3865.88;3862.88;3864.75;74
2023-01-02 23:07:00+00:00;3864.88;3866.13;3864.88;3866.13;49
2023-01-02 23:08:00+00:00;3866.13;3866.13;3862.38;3864.0;58
2023-01-02 23:09:00+00:00;3864.13;3864.13;3859.88;3860.88;38
2023-01-02 23:10:00+00:00;3860.88;3861.5;3855.0;3855.0;84
2023-01-02 23:11:00+00:00;3855.0;3855.88;3853.13;3853.25;101
2023-01-02 23:12:00+00:00;3853.38;3853.63;3851.88;3853.0;60
2023-01-02 23:13:00+00:00;3853.13;3854.13;3852.63;3852.88;59
2023-01-02 23:14:00+00:00;3852.88;3853.88;3852.38;3852.5;48
2023-01-02 23:15:00+00:00;3852.38;3853.25;3849.88;3850.0;57
2023-01-02 23:16:00+00:00;3849.88;3851.25;3849.88;3850.13;66
2023-01-02 23:17:00+00:00;3850.13;3851.63;3848.88;3850.63;52
2023-01-02 23:18:00+00:00;3850.63;3851.38;3849.63;3850.88;61
2023-01-02 23:19:00+00:00;3850.63;3851.38;3850.13;3850.13;27
2023-01-02 23:20:00+00:00;3850.13;3851.63;3849.75;3849.88;44
2023-01-02 23:21:00+00:00;3849.88;3849.88;3848.5;3848.63;39
2023-01-02 23:22:00+00:00;3848.38;3848.88;3847.13;3847.88;41
2023-01-02 23:23:00+00:00;3847.88;3848.63;3847.38;3848.38;43
2023-01-02 23:24:00+00:00;3848.13;3849.13;3847.88;3848.88;25
2023-01-02 23:25:00+00:00;3848.88;3849.88;3848.88;3849.38;39
2023-01-02 23:26:00+00:00;3849.38;3849.88;3849.13;3849.88;39
2023-01-02 23:27:00+00:00;3849.88;3850.13;3849.13;3849.63;27
2023-01-02 23:28:00+00:00;3849.63;3849.88;3849.0;3849.38;29
2023-01-02 23:29:00+00:00;3849.38;3849.38;3847.13;3847.38;34
2023-01-02 23:30:00+00:00;3847.38;3848.13;3847.13;3847.38;34
2023-01-02 23:31:00+00:00;3847.38;3848.13;3847.13;3847.13;46
2023-01-02 23:32:00+00:00;3847.25;3847.5;3847.13;3847.13;26
2023-01-02 23:33:00+00:00;3847.13;3847.63;3845.88;3847.13;38
2023-01-02 23:34:00+00:00;3846.88;3847.25;3846.38;3846.88;39
2023-01-02 23:35:00+00:00;3846.88;3846.88;3845.63;3845.63;30
2023-01-02 23:36:00+00:00;3845.63;3846.88;3845.63;3845.88;27
2023-01-02 23:37:00+00:00;3845.88;3846.13;3845.63;3846.13;30
2023-01-02 23:38:00+00:00;3845.88;3846.88;3845.88;3846.38;24
2023-01-02 23:39:00+00:00;3846.38;3847.38;3846.38;3847.13;28
2023-01-02 23:40:00+00:00;3847.13;3847.63;3846.63;3847.38;26
2023-01-02 23:41:00+00:00;3847.63;3847.88;3847.0;3847.38;21
2023-01-02 23:42:00+00:00;3847.38;3847.88;3847.38;3847.88;28
2023-01-02 23:43:00+00:00;3847.88;3848.13;3847.38;3847.63;17
2023-01-02 23:44:00+00:00;3847.63;3847.63;3847.13;3847.13;20
2023-01-02 23:45:00+00:00;3847.13;3847.63;3846.88;3847.13;25
2023-01-02 23:46:00+00:00;3846.88;3847.38;3846.38;3846.38;43
2023-01-02 23:47:00+00:00;3846.38;3846.75;3846.13;3846.13;26
2023-01-02 23:48:00+00:00;3846.13;3846.13;3845.13;3845.38;15
2023-01-02 23:49:00+00:00;3845.38;3845.88;3844.88;3845.75;26
2023-01-02 23:50:00+00:00;3845.63;3845.63;3845.13;3845.63;15
2023-01-02 23:51:00+00:00;3845.63;3846.38;3845.38;3845.38;28
2023-01-02 23:52:00+00:00;3845.38;3845.88;3844.88;3845.63;17
2023-01-02 23:53:00+00:00;3845.63;3845.63;3844.88;3844.88;10
2023-01-02 23:54:00+00:00;3845.13;3845.63;3845.13;3845.38;17
2023-01-02 23:55:00+00:00;3845.38;3846.63;3845.38;3846.38;23
2023-01-02 23:56:00+00:00;3846.38;3846.88;3846.38;3846.88;18
2023-01-02 23:57:00+00:00;3846.88;3846.88;3846.63;3846.88;14
2023-01-02 23:58:00+00:00;3846.88;3847.13;3846.63;3846.88;14
2023-01-02 23:59:00+00:00;3846.88;3847.63;3846.88;3847.38;19
2023-01-03 00:00:00+00:00;3847.38;3847.63;3846.38;3846.88;31
2023-01-03 00:01:00+00:00;3846.88;3847.13;3846.25;3846.88;24
2023-01-03 00:02:00+00:00;3846.63;3846.88;3845.63;3846.13;19
2023-01-03 00:03:00+00:00;3846.13;3846.38;3845.63;3845.63;9
2023-01-03 00:04:00+00:00;3845.63;3845.88;3845.13;3845.38;12
2023-01-03 00:05:00+00:00;3845.63;3846.13;3845.13;3845.13;31
2023-01-03 00:06:00+00:00;3845.13;3845.63;3844.88;3845.38;20
2023-01-03 00:07:00+00:00;3845.38;3845.88;3845.38;3845.63;12
2023-01-03 00:08:00+00:00;3845.63;3845.88;3845.38;3845.63;16
2023-01-03 00:09:00+00:00;3845.63;3845.88;3845.38;3845.63;15
2023-01-03 00:10:00+00:00;3845.63;3845.63;3843.63;3843.88;53
2023-01-03 00:11:00+00:00;3843.88;3844.38;3843.13;3843.13;45
2023-01-03 00:12:00+00:00;3843.13;3843.63;3840.63;3840.63;43
2023-01-03 00:13:00+00:00;3840.88;3841.63;3839.13;3839.13;89
2023-01-03 00:14:00+00:00;3839.13;3841.13;3839.13;3840.63;38
2023-01-03 00:15:00+00:00;3840.63;3840.88;3839.13;3840.13;59
2023-01-03 00:16:00+00:00;3840.38;3840.63;3839.75;3840.38;33
2023-01-03 00:17:00+00:00;3840.38;3841.88;3840.13;3841.63;24
2023-01-03 00:18:00+00:00;3841.63;3841.88;3840.88;3841.13;27
2023-01-03 00:19:00+00:00;3841.13;3841.88;3840.13;3841.63;29
2023-01-03 00:20:00+00:00;3841.63;3842.13;3840.88;3841.88;32
2023-01-03 00:21:00+00:00;3841.88;3842.38;3841.88;3842.13;16
2023-01-03 00:22:00+00:00;3842.25;3842.63;3841.63;3841.63;29
2023-01-03 00:23:00+00:00;3841.63;3842.38;3841.13;3841.88;42
2023-01-03 00:24:00+00:00;3841.88;3842.63;3841.38;3841.88;23
2023-01-03 00:25:00+00:00;3841.88;3841.88;3841.13;3841.13;22
2023-01-03 00:26:00+00:00;3841.13;3841.63;3841.13;3841.38;22
2023-01-03 00:27:00+00:00;3841.13;3841.38;3839.75;3840.13;18
2023-01-03 00:28:00+00:00;3840.13;3840.13;3839.13;3839.88;32
2023-01-03 00:29:00+00:00;3839.88;3840.13;3839.63;3839.63;18
2023-01-03 00:30:00+00:00;3839.63;3840.88;3839.63;3840.63;21
2023-01-03 00:31:00+00:00;3840.63;3840.88;3840.13;3840.38;21
2023-01-03 00:32:00+00:00;3840.38;3841.63;3840.38;3841.38;11
2023-01-03 00:33:00+00:00;3841.38;3842.13;3841.0;3842.13;30
2023-01-03 00:34:00+00:00;3842.0;3842.13;3841.5;3841.88;13
2023-01-03 00:35:00+00:00;3841.88;3842.38;3841.63;3842.13;19
2023-01-03 00:36:00+00:00;3842.13;3842.13;3841.38;3841.63;19
2023-01-03 00:37:00+00:00;3841.63;3842.63;3841.13;3842.25;27
2023-01-03 00:38:00+00:00;3842.25;3842.63;3841.63;3841.63;22
2023-01-03 00:39:00+00:00;3841.63;3842.13;3841.13;3841.38;16
2023-01-03 00:40:00+00:00;3841.38;3841.88;3841.25;3841.5;15
2023-01-03 00:41:00+00:00;3841.38;3841.88;3840.13;3840.88;22
2023-01-03 00:42:00+00:00;3841.13;3841.63;3840.63;3840.88;8
2023-01-03 00:43:00+00:00;3840.63;3841.13;3840.13;3840.63;31
2023-01-03 00:44:00+00:00;3840.63;3840.63;3839.38;3839.88;17
2023-01-03 00:45:00+00:00;3839.63;3839.88;3838.88;3838.88;20
2023-01-03 00:46:00+00:00;3838.88;3840.38;3838.63;3839.88;27
2023-01-03 00:47:00+00:00;3840.0;3840.88;3840.0;3840.88;16
2023-01-03 00:48:00+00:00;3840.88;3840.88;3840.38;3840.38;13
2023-01-03 00:49:00+00:00;3840.38;3840.38;3839.38;3839.38;17
2023-01-03 00:50:00+00:00;3839.38;3839.5;3838.88;3839.13;14
2023-01-03 00:51:00+00:00;3839.13;3839.63;3838.88;3839.63;11
2023-01-03 00:52:00+00:00;3839.88;3839.88;3838.63;3838.63;19
2023-01-03 00:53:00+00:00;3838.88;3839.13;3835.38;3835.38;41
2023-01-03 00:54:00+00:00;3835.38;3836.0;3834.13;3835.88;44
2023-01-03 00:55:00+00:00;3836.13;3836.13;3834.13;3834.63;46
2023-01-03 00:56:00+00:00;3834.63;3834.88;3834.38;3834.38;33
2023-01-03 00:57:00+00:00;3834.5;3834.63;3834.13;3834.38;22
2023-01-03 00:58:00+00:00;3834.38;3835.13;3834.38;3835.13;14
2023-01-03 00:59:00+00:00;3835.38;3835.63;3832.13;3832.63;45
2023-01-03 01:00:00+00:00;3832.63;3832.88;3828.38;3830.88;80
2023-01-03 01:01:00+00:00;3831.13;3831.63;3830.38;3830.63;34
2023-01-03 01:02:00+00:00;3830.38;3830.38;3827.63;3828.13;58
2023-01-03 01:03:00+00:00;3828.13;3829.0;3827.63;3827.88;46
2023-01-03 01:04:00+00:00;3827.88;3829.63;3827.13;3828.63;56
2023-01-03 01:05:00+00:00;3828.63;3828.63;3825.63;3825.63;55
2023-01-03 01:06:00+00:00;3825.38;3825.63;3822.63;3823.88;88
2023-01-03 01:07:00+00:00;3823.88;3824.88;3823.38;3824.38;90
2023-01-03 01:08:00+00:00;3824.63;3825.13;3823.63;3824.63;51
2023-01-03 01:09:00+00:00;3824.63;3825.88;3823.88;3825.38;38
2023-01-03 01:10:00+00:00;3825.38;3825.63;3823.88;3824.63;49
2023-01-03 01:11:00+00:00;3824.88;3826.13;3824.88;3825.38;53
2023-01-03 01:12:00+00:00;3825.5;3826.13;3825.13;3825.63;38
2023-01-03 01:13:00+00:00;3825.63;3827.13;3825.63;3825.88;37
2023-01-03 01:14:00+00:00;3825.88;3826.13;3825.63;3825.63;25
2023-01-03 01:15:00+00:00;3825.63;3827.38;3824.63;3826.88;63
2023-01-03 01:16:00+00:00;3826.88;3827.38;3826.38;3826.88;55
2023-01-03 01:17:00+00:00;3826.88;3827.88;3826.38;3827.25;64
2023-01-03 01:18:00+00:00;3827.13;3827.5;3826.75;3826.88;34
2023-01-03 01:19:00+00:00;3826.88;3827.0;3825.13;3825.63;39
2023-01-03 01:20:00+00:00;3825.63;3825.63;3824.63;3824.63;59
2023-01-03 01:21:00+00:00;3824.63;3824.88;3822.63;3823.13;61
2023-01-03 01:22:00+00:00;3823.13;3823.88;3823.13;3823.63;40
2023-01-03 01:23:00+00:00;3823.63;3824.88;3820.63;3820.88;81
2023-01-03 01:24:00+00:00;3820.88;3821.13;3819.13;3820.63;70
2023-01-03 01:25:00+00:00;3820.38;3820.88;3819.63;3820.88;67
2023-01-03 01:26:00+00:00;3820.88;3820.88;3819.63;3820.63;43
2023-01-03 01:27:00+00:00;3820.75;3820.75;3819.38;3819.38;27
2023-01-03 01:28:00+00:00;3819.38;3820.13;3819.13;3819.5;35
2023-01-03 01:29:00+00:00;3819.63;3820.13;3818.88;3819.88;54
2023-01-03 01:30:00+00:00;3819.75;3821.88;3818.88;3821.13;84
2023-01-03 01:31:00+00:00;3821.13;3821.88;3819.88;3820.63;80
2023-01-03 01:32:00+00:00;3820.63;3822.13;3820.38;3821.75;52
2023-01-03 01:33:00+00:00;3821.63;3822.63;3821.13;3822.13;41
2023-01-03 01:34:00+00:00;3822.13;3823.13;3821.38;3822.13;52
2023-01-03 01:35:00+00:00;3822.13;3822.38;3820.88;3822.13;50
2023-01-03 01:36:00+00:00;3822.13;3822.13;3820.88;3821.63;54
2023-01-03 01:37:00+00:00;3821.63;3822.88;3821.38;3822.88;24
2023-01-03 01:38:00+00:00;3822.88;3823.13;3822.13;3822.63;45
2023-01-03 01:39:00+00:00;3822.75;3822.88;3822.13;3822.13;26
2023-01-03 01:40:00+00:00;3822.13;3822.38;3821.63;3822.38;46
2023-01-03 01:41:00+00:00;3822.25;3823.13;3821.88;3822.88;26
2023-01-03 01:42:00+00:00;3822.88;3824.63;3822.63;3823.88;68
2023-01-03 01:43:00+00:00;3823.88;3825.38;3823.88;3825.13;47
2023-01-03 01:44:00+00:00;3825.13;3825.38;3824.63;3825.13;39
2023-01-03 01:45:00+00:00;3825.13;3826.38;3825.13;3825.13;30
2023-01-03 01:46:00+00:00;3825.13;3825.13;3823.75;3824.38;39
2023-01-03 01:47:00+00:00;3824.38;3824.63;3823.88;3824.38;36
2023-01-03 01:48:00+00:00;3824.38;3825.38;3824.13;3825.13;26
2023-01-03 01:49:00+00:00;3825.25;3826.38;3825.13;3825.63;24
2023-01-03 01:50:00+00:00;3825.63;3825.88;3823.13;3823.63;43
2023-01-03 01:51:00+00:00;3823.63;3825.13;3822.88;3824.13;39
2023-01-03 01:52:00+00:00;3824.13;3824.63;3823.75;3823.88;40
2023-01-03 01:53:00+00:00;3824.38;3824.88;3824.13;3824.88;25
2023-01-03 01:54:00+00:00;3824.88;3825.88;3824.63;3825.63;31
2023-01-03 01:55:00+00:00;3825.63;3825.88;3824.63;3825.38;33
2023-01-03 01:56:00+00:00;3825.38;3826.38;3825.13;3826.38;38
2023-01-03 01:57:00+00:00;3826.38;3828.63;3826.38;3828.38;42
2023-01-03 01:58:00+00:00;3828.5;3829.88;3828.25;3829.63;60
2023-01-03 01:59:00+00:00;3829.63;3830.13;3828.88;3829.38;29
2023-01-03 02:00:00+00:00;3829.38;3829.38;3827.88;3828.63;45
2023-01-03 02:01:00+00:00;3828.38;3828.38;3827.38;3827.63;35
2023-01-03 02:02:00+00:00;3827.63;3827.63;3826.88;3827.13;31
2023-01-03 02:03:00+00:00;3827.13;3828.88;3827.13;3828.63;21
2023-01-03 02:04:00+00:00;3828.63;3830.38;3828.38;3830.13;20
2023-01-03 02:05:00+00:00;3830.13;3830.38;3829.38;3829.75;41
2023-01-03 02:06:00+00:00;3829.88;3829.88;3828.63;3829.0;25
2023-01-03 02:07:00+00:00;3828.88;3829.88;3828.88;3829.38;11
2023-01-03 02:08:00+00:00;3829.38;3829.38;3828.13;3828.38;17
2023-01-03 02:09:00+00:00;3828.38;3829.38;3828.38;3829.13;8
2023-01-03 02:10:00+00:00;3829.13;3829.63;3828.63;3829.63;13
2023-01-03 02:11:00+00:00;3829.88;3830.63;3829.88;3830.38;34
2023-01-03 02:12:00+00:00;3830.38;3831.88;3829.13;3829.13;41
2023-01-03 02:13:00+00:00;3829.38;3830.63;3829.0;3829.13;37
2023-01-03 02:14:00+00:00;3829.13;3829.13;3828.63;3828.88;26
2023-01-03 02:15:00+00:00;3828.88;3829.13;3827.13;3827.88;44
2023-01-03 02:16:00+00:00;3827.88;3828.13;3826.88;3828.13;35
2023-01-03 02:17:00+00:00;3827.88;3828.88;3827.38;3828.38;35
2023-01-03 02:18:00+00:00;3828.38;3830.38;3828.38;3829.75;28
2023-01-03 02:19:00+00:00;3829.88;3830.38;3829.38;3830.13;36
2023-01-03 02:20:00+00:00;3830.13;3831.63;3829.88;3831.38;43
2023-01-03 02:21:00+00:00;3831.38;3832.38;3831.38;3831.88;37
2023-01-03 02:22:00+00:00;3831.88;3831.88;3830.38;3830.63;39
2023-01-03 02:23:00+00:00;3830.63;3831.88;3830.63;3831.63;32
2023-01-03 02:24:00+00:00;3831.63;3832.88;3831.63;3832.38;23
2023-01-03 02:25:00+00:00;3832.38;3832.88;3831.75;3832.88;40
2023-01-03 02:26:00+00:00;3832.88;3833.13;3831.88;3832.13;32
2023-01-03 02:27:00+00:00;3832.13;3832.63;3831.38;3831.63;31
2023-01-03 02:28:00+00:00;3831.63;3832.38;3831.38;3832.38;27
2023-01-03 02:29:00+00:00;3832.38;3832.63;3832.13;3832.13;35
2023-01-03 02:30:00+00:00;3832.38;3832.63;3831.63;3831.63;45
2023-01-03 02:31:00+00:00;3831.63;3831.88;3831.13;3831.63;45
2023-01-03 02:32:00+00:00;3831.63;3832.13;3831.5;3831.63;23
2023-01-03 02:33:00+00:00;3831.63;3833.13;3831.13;3833.13;16
2023-01-03 02:34:00+00:00;3833.13;3833.75;3833.13;3833.38;26
2023-01-03 02:35:00+00:00;3833.38;3834.38;3833.38;3834.13;32
2023-01-03 02:36:00+00:00;3833.88;3833.88;3833.13;3833.38;22
2023-01-03 02:37:00+00:00;3833.38;3835.63;3833.38;3835.38;23
2023-01-03 02:38:00+00:00;3835.38;3836.38;3834.88;3835.88;29
2023-01-03 02:39:00+00:00;3835.88;3836.88;3835.63;3836.63;35
2023-01-03 02:40:00+00:00;3836.75;3837.38;3836.13;3837.13;34
2023-01-03 02:41:00+00:00;3837.0;3837.13;3836.38;3836.38;28
2023-01-03 02:42:00+00:00;3836.38;3836.63;3835.88;3836.38;32
2023-01-03 02:43:00+00:00;3836.38;3837.63;3836.38;3837.63;12
2023-01-03 02:44:00+00:00;3837.63;3839.13;3837.63;3838.88;31
2023-01-03 02:45:00+00:00;3838.88;3839.38;3837.88;3838.13;37
2023-01-03 02:46:00+00:00;3837.88;3838.13;3836.63;3836.88;24
2023-01-03 02:47:00+00:00;3836.88;3837.38;3836.38;3836.63;24
2023-01-03 02:48:00+00:00;3836.63;3837.88;3836.38;3837.13;38
2023-01-03 02:49:00+00:00;3837.13;3837.63;3837.13;3837.38;25
2023-01-03 02:50:00+00:00;3837.25;3838.88;3837.25;3838.63;33
2023-01-03 02:51:00+00:00;3838.63;3839.38;3837.88;3837.88;15
2023-01-03 02:52:00+00:00;3837.88;3838.13;3837.63;3838.13;30
2023-01-03 02:53:00+00:00;3838.13;3838.5;3837.88;3838.25;32
2023-01-03 02:54:00+00:00;3838.13;3838.38;3837.63;3837.88;16
2023-01-03 02:55:00+00:00;3837.88;3838.0;3836.13;3836.38;23
2023-01-03 02:56:00+00:00;3836.38;3837.38;3836.38;3837.13;22
2023-01-03 02:57:00+00:00;3837.38;3837.88;3837.13;3837.38;28
2023-01-03 02:58:00+00:00;3837.38;3837.88;3837.25;3837.38;18
2023-01-03 02:59:00+00:00;3837.38;3837.63;3836.63;3837.38;32
2023-01-03 03:00:00+00:00;3837.38;3838.88;3837.38;3838.13;34
2023-01-03 03:01:00+00:00;3838.13;3838.13;3836.63;3836.63;13
2023-01-03 03:02:00+00:00;3836.63;3836.88;3835.88;3836.63;33
2023-01-03 03:03:00+00:00;3836.63;3836.88;3836.13;3836.63;24
2023-01-03 03:04:00+00:00;3836.63;3837.63;3836.63;3837.38;18
2023-01-03 03:05:00+00:00;3837.38;3837.75;3836.88;3837.38;32
2023-01-03 03:06:00+00:00;3837.38;3838.13;3837.38;3837.88;35
2023-01-03 03:07:00+00:00;3837.88;3838.88;3837.88;3838.63;46
2023-01-03 03:08:00+00:00;3838.63;3838.88;3837.38;3837.63;26
2023-01-03 03:09:00+00:00;3837.63;3837.88;3837.13;3837.13;9
2023-01-03 03:10:00+00:00;3837.13;3837.88;3837.0;3837.38;23
2023-01-03 03:11:00+00:00;3837.63;3838.38;3837.63;3837.75;34
2023-01-03 03:12:00+00:00;3837.88;3838.88;3837.88;3838.38;31
2023-01-03 03:13:00+00:00;3838.38;3838.75;3837.25;3837.38;26
2023-01-03 03:14:00+00:00;3837.38;3837.38;3836.63;3837.13;14
2023-01-03 03:15:00+00:00;3837.13;3837.38;3836.13;3836.25;35
2023-01-03 03:16:00+00:00;3836.38;3837.13;3836.13;3836.88;23
2023-01-03 03:17:00+00:00;3836.88;3837.63;3836.63;3837.0;26
2023-01-03 03:18:00+00:00;3837.13;3837.38;3836.63;3837.13;33
2023-01-03 03:19:00+00:00;3837.13;3837.25;3836.75;3836.88;10
2023-01-03 03:20:00+00:00;3836.88;3838.13;3836.88;3838.13;20
2023-01-03 03:21:00+00:00;3838.13;3838.38;3837.13;3837.38;25
2023-01-03 03:22:00+00:00;3837.63;3838.63;3837.63;3838.63;14
2023-01-03 03:23:00+00:00;3838.5;3838.63;3837.38;3837.38;30
2023-01-03 03:24:00+00:00;3837.38;3837.63;3836.88;3837.63;11
2023-01-03 03:25:00+00:00;3837.63;3838.38;3837.63;3837.88;15
2023-01-03 03:26:00+00:00;3837.88;3838.13;3837.63;3838.13;4
2023-01-03 03:27:00+00:00;3838.13;3838.13;3837.13;3837.38;20
2023-01-03 03:28:00+00:00;3837.38;3837.88;3837.25;3837.88;22
2023-01-03 03:29:00+00:00;3837.75;3838.63;3837.75;3838.13;22
2023-01-03 03:30:00+00:00;3838.13;3838.38;3837.13;3837.63;25
2023-01-03 03:31:00+00:00;3837.63;3838.88;3837.63;3838.13;32
2023-01-03 03:32:00+00:00;3838.13;3840.38;3838.13;3840.13;38
2023-01-03 03:33:00+00:00;3839.88;3840.13;3839.38;3840.0;22
2023-01-03 03:34:00+00:00;3839.88;3840.63;3839.88;3840.63;33
2023-01-03 03:35:00+00:00;3840.63;3840.63;3839.38;3839.38;26
2023-01-03 03:36:00+00:00;3839.38;3839.63;3839.13;3839.63;22
2023-01-03 03:37:00+00:00;3839.63;3840.13;3839.5;3839.63;14
2023-01-03 03:38:00+00:00;3839.63;3839.88;3839.13;3839.63;17
2023-01-03 03:39:00+00:00;3839.63;3839.63;3839.13;3839.13;21
2023-01-03 03:40:00+00:00;3839.13;3840.13;3839.13;3840.13;32
2023-01-03 03:41:00+00:00;3840.13;3840.38;3839.63;3839.63;20
2023-01-03 03:42:00+00:00;3839.63;3840.38;3839.63;3840.13;19
2023-01-03 03:43:00+00:00;3840.13;3841.88;3840.13;3841.88;26
2023-01-03 03:44:00+00:00;3841.75;3841.88;3840.63;3840.63;32
2023-01-03 03:45:00+00:00;3840.63;3842.13;3840.63;3841.88;25
2023-01-03 03:46:00+00:00;3841.88;3842.38;3841.5;3841.5;28
2023-01-03 03:47:00+00:00;3841.63;3842.38;3841.63;3842.38;12
2023-01-03 03:48:00+00:00;3842.25;3843.13;3842.25;3843.0;30
2023-01-03 03:49:00+00:00;3842.88;3843.63;3842.88;3843.25;24
2023-01-03 03:50:00+00:00;3843.13;3843.25;3842.63;3842.88;13
2023-01-03 03:51:00+00:00;3842.88;3842.88;3841.88;3841.88;21
2023-01-03 03:52:00+00:00;3842.13;3842.13;3841.88;3841.88;8
2023-01-03 03:53:00+00:00;3841.88;3841.88;3841.38;3841.38;12
2023-01-03 03:54:00+00:00;3841.38;3841.88;3841.38;3841.88;12
2023-01-03 03:55:00+00:00;3841.88;3842.38;3841.75;3842.38;10
2023-01-03 03:56:00+00:00;3842.38;3842.38;3841.88;3842.13;13
2023-01-03 03:57:00+00:00;3842.13;3842.13;3841.63;3841.63;10
2023-01-03 03:58:00+00:00;3841.63;3842.38;3841.63;3842.38;13
2023-01-03 03:59:00+00:00;3842.38;3842.63;3842.13;3842.63;5
2023-01-03 04:00:00+00:00;3842.63;3843.13;3842.63;3842.63;18
2023-01-03 04:01:00+00:00;3842.88;3843.38;3842.63;3843.25;16
2023-01-03 04:02:00+00:00;3843.13;3843.13;3842.13;3842.13;15
2023-01-03 04:03:00+00:00;3842.13;3842.88;3841.88;3842.13;15
2023-01-03 04:04:00+00:00;3842.0;3842.13;3841.38;3841.38;17
2023-01-03 04:05:00+00:00;3841.38;3842.38;3841.38;3842.13;24
2023-01-03 04:06:00+00:00;3842.13;3842.13;3841.63;3841.63;12
2023-01-03 04:07:00+00:00;3841.63;3841.63;3839.88;3839.88;28
2023-01-03 04:08:00+00:00;3839.88;3840.38;3839.63;3839.88;23
2023-01-03 04:09:00+00:00;3839.88;3839.88;3839.63;3839.88;13
2023-01-03 04:10:00+00:00;3839.88;3840.38;3839.88;3840.13;15
2023-01-03 04:11:00+00:00;3840.13;3840.88;3840.13;3840.38;29
2023-01-03 04:12:00+00:00;3840.38;3840.63;3839.88;3840.13;21
2023-01-03 04:13:00+00:00;3840.13;3840.63;3840.13;3840.63;9
2023-01-03 04:14:00+00:00;3840.63;3840.63;3840.5;3840.63;5
2023-01-03 04:15:00+00:00;3840.63;3841.38;3840.63;3840.88;29
2023-01-03 04:16:00+00:00;3840.88;3841.38;3840.88;3841.13;14
2023-01-03 04:17:00+00:00;3841.13;3841.13;3840.63;3840.63;6
2023-01-03 04:18:00+00:00;3840.63;3840.63;3840.13;3840.38;6
2023-01-03 04:19:00+00:00;3840.38;3841.38;3840.38;3841.38;19
2023-01-03 04:20:00+00:00;3841.25;3841.88;3841.25;3841.38;6
2023-01-03 04:21:00+00:00;3841.38;3841.38;3840.88;3841.38;5
2023-01-03 04:22:00+00:00;3841.38;3841.63;3841.13;3841.13;19
2023-01-03 04:23:00+00:00;3841.13;3841.13;3840.88;3841.13;12
2023-01-03 04:24:00+00:00;3841.13;3841.38;3841.13;3841.13;3
2023-01-03 04:25:00+00:00;3841.25;3841.63;3841.13;3841.38;13
2023-01-03 04:26:00+00:00;3841.38;3841.88;3841.38;3841.63;13
2023-01-03 04:27:00+00:00;3841.63;3841.63;3841.13;3841.13;9
2023-01-03 04:28:00+00:00;3841.13;3841.38;3840.88;3841.25;8
2023-01-03 04:29:00+00:00;3841.38;3841.88;3840.88;3841.88;10
2023-01-03 04:30:00+00:00;3841.88;3842.63;3841.88;3842.0;21
2023-01-03 04:31:00+00:00;3841.88;3842.38;3841.63;3841.88;10
2023-01-03 04:32:00+00:00;3841.88;3842.63;3841.88;3842.38;19
